Line No.,Program Name,ICS Code,Part Name,No. Points,P.No,Position,Feeder No.,Feeder Type,Machine No.
M.23,LSC01_S17494C_T_M23_REV1.ygx,9815479500,D1FT10A-5053,3,12,D502/D502/D502,141,12mmEmboss,No.1
M.23,LSC01_S17494C_T_M23_REV1.ygx,0434255000,QMK316B7104KLHT,18,13,C1/C3/C521/C2/C1/C3/C4/C4/C1/C522/C3/C521/C2/C522/C4/C521/C522/C2,9,8mmTape,No.1
M.23,LSC01_S17494C_T_M23_REV1.ygx,7389306200,SSM3K318RLXGF(T,3,14,Q501/Q501/Q501,10,8mmTape,No.1
M.23,LSC01_S17494C_T_M23_REV1.ygx,6081686700,UDZVFHTE-1716B,3,15,ZD6/ZD6/ZD6,140,8mmTape,No.1
M.23,LSC01_S17494C_T_M23_REV1.ygx,6104106000,D1F60-5053,6,16,D5/D5/D21/D21/D5/D21,4,12mmEmboss,No.1
M.23,LSC01_S17494C_T_M23_REV1.ygx,9457442000,RK73B1JRTTD102J,6,17,R85/R85/R7/R7/R7/R85,11,8mmTape,No.1
M.23,LSC01_S17494C_T_M23_REV1.ygx,2812626300,D1F60A-5053,3,18,D501/D501/D501,17,12mmEmboss,No.1
M.23,LSC01_S17494C_T_M23_REV1.ygx,5884901400,UMK325C7106KMHPB,6,19,C30/C501/C30/C501/C501/C30,6,8mmTape,No.1
M.23,LSC01_S17494C_T_M23_REV1.ygx,2856678600,SFR03EZPJ302,3,20,R96/R96/R96,119,8mmTape,No.1
M.23,LSC01_S17494C_T_M23_REV1.ygx,5667155200,UDZVFHTE-1724B,3,21,ZD4/ZD4/ZD4,118,8mmTape,No.1
M.23,LSC01_S17494C_T_M23_REV1.ygx,0031110300,CXQ18TR068F,3,22,R3/R3/R3,117,8mmTape,No.1
M.23,LSC01_S17494C_T_M23_REV1.ygx,2788716300,SFR03EZPJ470,3,23,R1/R1/R1,115,8mmTape,No.1
M.23,LSC01_S17494C_T_M23_REV1.ygx,3555389400,2SA1162-YLXGF(T,6,24,Q24/Q27/Q24/Q27/Q27/Q24,114,8mmTape,No.1
M.23,LSC01_S17500C_B_M23_T12B_8E3B_5KQ3.ygx,6727751100,RK73H1JRTTD2403F,2,1,R509/R409,43,8mmTape,No.1
M.23,LSC01_S17500C_B_M23_T12B_8E3B_5KQ3.ygx,1664018200,LTR18EZPJ471,1,2,R16_(R),112,8mmTape,No.1
M.23,LSC01_S17500C_B_M23_T12B_8E3B_5KQ3.ygx,3059336700,RK73H1JRTTD4702F,2,3,R512/R412,111,8mmTape,No.1
M.23,LSC01_S17500C_B_M23_T12B_8E3B_5KQ3.ygx,8494570600,LTR18EZPJ621,3,4,R26_(R)/R29_(R)/R24_(R),110,8mmTape,No.1
M.23,LSC01_S17500C_B_M23_T12B_8E3B_5KQ3.ygx,3053791200,LTR18EZPJ510,3,5,R5_(R)/R3_(R)/R4_(R),109,8mmTape,No.1
M.23,LSC01_S17500C_B_M23_T12B_8E3B_5KQ3.ygx,6430905600,RK73H1JRTTD3602F,2,6,R511/R411,41,8mmTape,No.1
M.23,LSC01_S17500C_B_M23_T12B_8E3B_5KQ3.ygx,2748675400,DTC114EEFRATL,2,7,Q504/Q404,44,8mmTape,No.1
M.23,LSC01_S17500C_B_M23_T12B_8E3B_5KQ3.ygx,6157953200,UMK105CH100DVHF,2,8,C203/C103,18,8mm1005cmp,No.1
M.23,LSC01_S17500C_B_M23_T12B_8E3B_5KQ3.ygx,4078509400,UMK105CH470JVHF,4,9,C403/C404/C503/C504,8,8mm1005cmp,No.1
M.23,LSC01_S17500C_B_M23_T12B_8E3B_5KQ3.ygx,3169341100,SFR03EZPF10R0,2,10,R230/R130,130,8mmTape,No.1
M.23,LSC01_S17500C_B_M23_T12B_8E3B_5KQ3.ygx,6245422900,LTR18EZPJ750,9,11,R6_(R)/R7_(R)/R9_(R)/R11_(R)/R10_(R)/R8_(R)/R14_(R)/R13_(R)/R12_(R),156,8mmTape,No.1
M.23,LSC01_S17500C_B_M23_T12B_8E3B_5KQ3.ygx,4734271600,UMK105B7102KVHF,10,12,C204/C206/C205/C505/C104/C202/C102/C105/C106/C405,138,8mm1005cmp,No.1
M.23,LSC01_S17500C_B_M23_T12B_8E3B_5KQ3.ygx,3530277800,UMK105B7103KVHF,4,13,C211/C209/C109/C111,134,8mm1005cmp,No.1
M.23,LSC01_S17500C_B_M23_T12B_8E3B_5KQ3.ygx,7365553600,BLM31PG601SH1L,4,14,L102/L202/L203/L103,14,8mmTape,No.1
M.23,LSC01_S17500C_B_M23_T12B_8E3B_5KQ3.ygx,7810162800,LTR18EZPJ161,6,15,R17_(R)/R20_(R)/R19_(R)/R21_(R)/R18_(R)/R22_(R),154,8mmTape,No.1
M.23,LSC01_S17500C_B_M23_T12B_8E3B_5KQ3.ygx,6570524900,UMK105B7104KVHF,18,16,C118/C407/C408/C507/C402/C216/C217/C218_##/C117/C502/C509/C506/C508/C210/C116/C110/C409/C406,27,8mm1005cmp,No.1
M.23,LSC01_S17500C_B_M23_T12B_8E3B_5KQ3.ygx,6632837600,KRL1220E-C-R511-D-T,2,17,R201_(R)/R101_(R),42,8mmTape,No.1
M.23,LSC01_S17500C_B_M23_T12B_8E3B_5KQ3.ygx,8940020100,1SS355VMFHTE-17,6,18,D408/D508/D509/D507/D409/D407,108,8mmTape,No.1
M.23,LSC01_S17500C_B_M23_T12B_8E3B_5KQ3.ygx,0638801900,HMK212BC7105KGHTE,6,1,C108/C107/C207/C511/C208/C411,23,8mmTape,No.2
M.23,LSC01_S17500C_B_M23_T12B_8E3B_5KQ3.ygx,9815479500,D1FT10A-5053,2,2,D102/D202,143,12mmEmboss,No.2
M.23,LSC01_S17500C_B_M23_T12B_8E3B_5KQ3.ygx,3272006400,TMK316AB7106KLHT,2,3,C410/C510,110,8mmTape,No.2
M.23,LSC01_S17500C_B_M23_T12B_8E3B_5KQ3.ygx,7389306200,SSM3K318RLXGF(T,2,4,Q201/Q101,10,8mmTape,No.2
M.23,LSC01_S17500C_B_M23_T12B_8E3B_5KQ3.ygx,2059171400,M3F60-5063,2,5,D101/D201,38,12mmEmboss,No.2
M.23,LSC01_S17500C_B_M23_T12B_8E3B_5KQ3.ygx,9457442000,RK73B1JRTTD102J,2,6,R410/R510,141,8mmTape,No.2
M.23,LSC01_S17500C_B_M23_T12B_8E3B_5KQ3.ygx,2812626300,D1F60A-5053,14,7,D_TLLL2/D4/D_ST1/D504/D503/D505/D2/D_ST2/D403/D3/D404/D_TLLL1/D1/D405,19,12mmEmboss,No.2
M.23,LSC01_S17500C_B_M23_T12B_8E3B_5KQ3.ygx,8347314200,RK73H1JRTTD1503F,2,8,R504/R404,52,8mmTape,No.2
M.23,LSC01_S17500C_B_M23_T12B_8E3B_5KQ3.ygx,4297932500,UMK105CH101JVHF,8,9,C214/C120/C220/C114/C113/C115_##/C213/C215,1,8mm1005cmp,No.2
M.23,LSC01_S17500C_B_M23_T12B_8E3B_5KQ3.ygx,7775245500,SFR03EZPF1002,2,10,R203/R103,24,8mmTape,No.2
M.23,LSC01_S17500C_B_M23_T12B_8E3B_5KQ3.ygx,1841786300,LTR18EZPJ201,2,11,R1_(R)/R27_(R),130,8mmTape,No.2
M.23,LSC01_S17500C_B_M23_T12B_8E3B_5KQ3.ygx,3067039600,SFR03EZPF1000,2,12,R102/R202,156,8mmTape,No.2
M.23,LSC01_S17500C_B_M23_T12B_8E3B_5KQ3.ygx,4645231300,NJM2903RT1(TE1),2,13,IC501_@/IC401_@,150,12mmEmboss,No.2
M.23,LSC01_S17500C_B_M23_T12B_8E3B_5KQ3.ygx,1205665600,KYDMLS31.23,6,14,LED3/LED2/LED1/LED4/LED5/LED6,101,8mmTape,No.2
M.23,LSC01_S17500C_B_M23_T12B_8E3B_5KQ3.ygx,9728912300,RK73B2ARTTD100J,4,1,R406/R506/R501/R401,31,8mmTape,No.3
M.23,LSC01_S17500C_B_M23_T12B_8E3B_5KQ3.ygx,0434255000,QMK316B7104KLHT,4,2,C122/C123/C223/C222,138,8mmTape,No.3
M.23,LSC01_S17500C_B_M23_T12B_8E3B_5KQ3.ygx,5513971700,RK73B2ARTTD162J,4,3,R507/R502/R402/R407,127,8mmTape,No.3
M.23,LSC01_S17500C_B_M23_T12B_8E3B_5KQ3.ygx,5884901400,UMK325C7106KMHPB,2,4,C101/C201,136,8mmTape,No.3
M.23,LSC01_S17500C_B_M23_T12B_8E3B_5KQ3.ygx,4528353400,UMK107C7224KAHTE,2,5,C501/C401,128,8mmTape,No.3
M.23,LSC01_S17500C_B_M23_T12B_8E3B_5KQ3.ygx,0657689300,RK73B1JRTTD221J,2,6,R503/R403,126,8mmTape,No.3
M.23,LSC01_S17500C_B_M23_T12B_8E3B_5KQ3.ygx,5150033400,UDZVFHTE-174.7B,4,7,ZD401/ZD503/ZD501/ZD403,32,8mmTape,No.3
M.23,LSC01_S17500C_B_M23_T12B_8E3B_5KQ3.ygx,8914352700,2SC4154-T150-1F,4,8,Q401/Q402/Q502/Q501,141,8mmTape,No.3
M.23,LSC01_S17500C_B_M23_T12B_8E3B_5KQ3.ygx,4111859800,RK73H1JRTTD5102F,2,9,R508/R408,125,8mmTape,No.3
M.23,LSC01_S17500C_B_M23_T12B_8E3B_5KQ3.ygx,1291643400,RK73B1JRTTD103J,6,10,R505/R405/R518/R517/R418/R417,135,8mmTape,No.3
M.23,LSC01_S17500C_B_M23_T12B_8E3B_5KQ3.ygx,5900785800,NP20P06SLG,2,11,Q505/Q405,123,16mmEmboss,No.3
M.23,LSC01_S17500C_B_M23_T12B_8E3B_5KQ3.ygx,6074379700,CDRH70D45BT150NP-47,2,12,L101/L201,144,16mmEmboss,No.3
M.23,LSC01_S17500C_B_M23_T12B_8E3B_5KQ3.ygx,6093625001,MAQ3203YM-TRV01,2,13,IC101/IC201,142,12mmLongPitch,No.3
M.23,LSC01_S17500C_B_M23_T12B_8E3B_5KQ3.ygx,0888678400,K7910AT-0205,1,14,CN2,20,24mmEmboss,No.3
M.23,LSC01_S17500C_B_M23_T12B_8E3B_5KQ3.ygx,1948416500,ST70-27F-5072,3,15,ZD1/ZD201/ZD101,12,24mmEmboss,No.3
M.23,LSC01_S17500C_B_M23_T12B_8E3B_5KQ3.ygx,8097900200,K7910AT-0203,1,16,CN3,48,24mmEmboss,No.3
M.23,LSC01_S17500C_B_M23_T12B_8E3B_5KQ3.ygx,9004203300,K7910AT-0206,1,17,CN1,4,44mmEmboss,No.3
M.23,LSC01_S17500C_B_M23_T12B_8E3B_5KQ3.ygx,7543227500,LTR18EZPJ301,2,18,R2_(R)/R28_(R),140,8mmTape,No.3
M.23,LSC01_S17500C_B_M23_T12B5KQ3.ygx,6727751100,RK73H1JRTTD2403F,2,1,R509/R409,43,8mmTape,No.1
M.23,LSC01_S17500C_B_M23_T12B5KQ3.ygx,1664018200,LTR18EZPJ_471,1,2,R16_(R),112,8mmTape,No.1
M.23,LSC01_S17500C_B_M23_T12B5KQ3.ygx,3059336700,RK73H1JRTTD4702F,2,3,R512/R412,111,8mmTape,No.1
M.23,LSC01_S17500C_B_M23_T12B5KQ3.ygx,8494570600,LTR18EZPJ_621,3,4,R29_(R)/R24_(R)/R26_(R),110,8mmTape,No.1
M.23,LSC01_S17500C_B_M23_T12B5KQ3.ygx,3053791200,LTR18EZPJ_510,6,5,R4_(R)/R3_(R)/R13_(R)/R14_(R)/R12_(R)/R5_(R),109,8mmTape,No.1
M.23,LSC01_S17500C_B_M23_T12B5KQ3.ygx,6430905600,RK73H1JRTTD3602F,2,6,R511/R411,41,8mmTape,No.1
M.23,LSC01_S17500C_B_M23_T12B5KQ3.ygx,2748675400,DTC114EEFRATL,2,7,Q504/Q404,44,8mmTape,No.1
M.23,LSC01_S17500C_B_M23_T12B5KQ3.ygx,6157953200,UMK105CH100DVHF,2,8,C103/C203,18,8mm1005cmp,No.1
M.23,LSC01_S17500C_B_M23_T12B5KQ3.ygx,4078509400,UMK105CH470JVHF,4,9,C503/C504/C404/C403,8,8mm1005cmp,No.1
M.23,LSC01_S17500C_B_M23_T12B5KQ3.ygx,3169341100,SFR03EZPF10R0,2,10,R130/R230,130,8mmTape,No.1
M.23,LSC01_S17500C_B_M23_T12B5KQ3.ygx,6245422900,LTR18EZPJ750,6,11,R7_(R)/R6_(R)/R8_(R)/R11_(R)/R10_(R)/R9_(R),156,8mmTape,No.1
M.23,LSC01_S17500C_B_M23_T12B5KQ3.ygx,4734271600,UMK105B7102KVHF,10,12,C104/C105/C405/C202/C206/C205/C106/C505/C102/C204,138,8mm1005cmp,No.1
M.23,LSC01_S17500C_B_M23_T12B5KQ3.ygx,3530277800,UMK105B7103KVHF,4,13,C211/C111/C209/C109,134,8mm1005cmp,No.1
M.23,LSC01_S17500C_B_M23_T12B5KQ3.ygx,7365553600,BLM31PG601SH1L,4,14,L102/L103/L203/L202,14,8mmTape,No.1
M.23,LSC01_S17500C_B_M23_T12B5KQ3.ygx,2000937300,LTR18EZPJ151,5,15,R21_(R)/R18_(R)/R22_(R)/R19_(R)/R20_(R),3,8mmTape,No.1
M.23,LSC01_S17500C_B_M23_T12B5KQ3.ygx,6570524900,UMK105B7104KVHF,18,16,C407/C506/C507/C408/C402/C118/C406/C409/C218_##/C217/C210/C216/C117/C116/C508/C509/C502/C110,27,8mm1005cmp,No.1
M.23,LSC01_S17500C_B_M23_T12B5KQ3.ygx,6632837600,KRL1220E-C-R511-D-T,2,17,R101_(R)/R201_(R),42,8mmTape,No.1
M.23,LSC01_S17500C_B_M23_T12B5KQ3.ygx,8940020100,1SS355VMFHTE-17,6,18,D509/D407/D507/D508/D408/D409,108,8mmTape,No.1
M.23,LSC01_S17500C_B_M23_T12B5KQ3.ygx,0638801900,HMK212BC7105KGHTE,6,1,C108/C107/C207/C511/C208/C411,23,8mmTape,No.2
M.23,LSC01_S17500C_B_M23_T12B5KQ3.ygx,9815479500,D1FT10A-5053,2,2,D102/D202,143,12mmEmboss,No.2
M.23,LSC01_S17500C_B_M23_T12B5KQ3.ygx,3272006400,TMK316AB7106KLHT,2,3,C410/C510,110,8mmTape,No.2
M.23,LSC01_S17500C_B_M23_T12B5KQ3.ygx,7389306200,SSM3K318RLXGF(T,2,4,Q201/Q101,10,8mmTape,No.2
M.23,LSC01_S17500C_B_M23_T12B5KQ3.ygx,2059171400,M3F60-5063,2,5,D101/D201,38,12mmEmboss,No.2
M.23,LSC01_S17500C_B_M23_T12B5KQ3.ygx,9457442000,RK73B1JRTTD102J,2,6,R410/R510,141,8mmTape,No.2
M.23,LSC01_S17500C_B_M23_T12B5KQ3.ygx,2812626300,D1F60A-5053,14,7,D_TLLL2/D4/D_ST1/D504/D503/D505/D2/D_ST2/D403/D3/D404/D_TLLL1/D1/D405,19,12mmEmboss,No.2
M.23,LSC01_S17500C_B_M23_T12B5KQ3.ygx,8347314200,RK73H1JRTTD1503F,2,8,R504/R404,52,8mmTape,No.2
M.23,LSC01_S17500C_B_M23_T12B5KQ3.ygx,4297932500,UMK105CH101JVHF,8,9,C214/C120/C220/C114/C113/C115_##/C213/C215,1,8mm1005cmp,No.2
M.23,LSC01_S17500C_B_M23_T12B5KQ3.ygx,7775245500,SFR03EZPF1002,2,10,R203/R103,24,8mmTape,No.2
M.23,LSC01_S17500C_B_M23_T12B5KQ3.ygx,1841786300,LTR18EZPJ201,2,11,R1_(R)/R27_(R),130,8mmTape,No.2
M.23,LSC01_S17500C_B_M23_T12B5KQ3.ygx,3067039600,SFR03EZPF1000,2,12,R102/R202,156,8mmTape,No.2
M.23,LSC01_S17500C_B_M23_T12B5KQ3.ygx,4645231300,NJM2903RT1(TE1),2,13,IC501_@/IC401_@,150,12mmEmboss,No.2
M.23,LSC01_S17500C_B_M23_T12B5KQ3.ygx,1205665600,KYDMLS31.23,6,14,LED3/LED2/LED1/LED4/LED5/LED6,101,8mmTape,No.2
M.23,LSC01_S17500C_B_M23_T12B5KQ3.ygx,9728912300,RK73B2ARTTD100J,4,1,R406/R506/R501/R401,31,8mmTape,No.3
M.23,LSC01_S17500C_B_M23_T12B5KQ3.ygx,0434255000,QMK316B7104KLHT,4,2,C122/C123/C222/C223,138,8mmTape,No.3
M.23,LSC01_S17500C_B_M23_T12B5KQ3.ygx,5513971700,RK73B2ARTTD162J,4,3,R502/R507/R402/R407,127,8mmTape,No.3
M.23,LSC01_S17500C_B_M23_T12B5KQ3.ygx,8024886500,LTR18EZPJ_131,1,4,R17_(R),129,8mmTape,No.3
M.23,LSC01_S17500C_B_M23_T12B5KQ3.ygx,5884901400,UMK325C7106KMHPB,2,5,C101/C201,136,8mmTape,No.3
M.23,LSC01_S17500C_B_M23_T12B5KQ3.ygx,4528353400,UMK107C7224KAHTE,2,6,C401/C501,128,8mmTape,No.3
M.23,LSC01_S17500C_B_M23_T12B5KQ3.ygx,0657689300,RK73B1JRTTD221J,2,7,R503/R403,126,8mmTape,No.3
M.23,LSC01_S17500C_B_M23_T12B5KQ3.ygx,5150033400,UDZVFHTE-174.7B,4,8,ZD401/ZD503/ZD501/ZD403,32,8mmTape,No.3
M.23,LSC01_S17500C_B_M23_T12B5KQ3.ygx,8914352700,2SC4154-T150-1F,4,9,Q502/Q501/Q401/Q402,141,8mmTape,No.3
M.23,LSC01_S17500C_B_M23_T12B5KQ3.ygx,4111859800,RK73H1JRTTD5102F,2,10,R408/R508,125,8mmTape,No.3
M.23,LSC01_S17500C_B_M23_T12B5KQ3.ygx,1291643400,RK73B1JRTTD103J,6,11,R505/R405/R518/R517/R417/R418,135,8mmTape,No.3
M.23,LSC01_S17500C_B_M23_T12B5KQ3.ygx,5900785800,NP20P06SLG,2,12,Q405/Q505,123,16mmEmboss,No.3
M.23,LSC01_S17500C_B_M23_T12B5KQ3.ygx,6074379700,CDRH70D45BT150NP-47,2,13,L101/L201,144,16mmEmboss,No.3
M.23,LSC01_S17500C_B_M23_T12B5KQ3.ygx,6093625001,MAQ3203YM-TRV01,2,14,IC101/IC201,142,12mmLongPitch,No.3
M.23,LSC01_S17500C_B_M23_T12B5KQ3.ygx,0888678400,K7910AT-0205,1,15,CN2,20,24mmEmboss,No.3
M.23,LSC01_S17500C_B_M23_T12B5KQ3.ygx,1948416500,ST70-27F-5072,3,16,ZD1/ZD201/ZD101,12,24mmEmboss,No.3
M.23,LSC01_S17500C_B_M23_T12B5KQ3.ygx,8097900200,K7910AT-0203,1,17,CN3,48,24mmEmboss,No.3
M.23,LSC01_S17500C_B_M23_T12B5KQ3.ygx,9004203300,K7910AT-0206,1,18,CN1,4,44mmEmboss,No.3
M.23,LSC01_S17500C_B_M23_T12B5KQ3.ygx,7543227500,LTR18EZPJ301,2,19,R2_(R)/R28_(R),122,8mmTape,No.3
M.23,LSC01_S17500C_B_M23_T12B8JQ3.ygx,6727751100,RK73H1JRTTD2403F,2,1,R409/R509,43,8mmTape,No.1
M.23,LSC01_S17500C_B_M23_T12B8JQ3.ygx,1664018200,LTR18EZPJ_471,1,2,R16_(R),112,8mmTape,No.1
M.23,LSC01_S17500C_B_M23_T12B8JQ3.ygx,3059336700,RK73H1JRTTD4702F,2,3,R512/R412,111,8mmTape,No.1
M.23,LSC01_S17500C_B_M23_T12B8JQ3.ygx,8494570600,LTR18EZPJ_621,3,4,R29_(R)/R24_(R)/R26_(R),110,8mmTape,No.1
M.23,LSC01_S17500C_B_M23_T12B8JQ3.ygx,3053791200,LTR18EZPJ_510,6,5,R4_(R)/R3_(R)/R13_(R)/R14_(R)/R12_(R)/R5_(R),109,8mmTape,No.1
M.23,LSC01_S17500C_B_M23_T12B8JQ3.ygx,6430905600,RK73H1JRTTD3602F,2,6,R511/R411,41,8mmTape,No.1
M.23,LSC01_S17500C_B_M23_T12B8JQ3.ygx,2748675400,DTC114EEFRATL,2,7,Q504/Q404,44,8mmTape,No.1
M.23,LSC01_S17500C_B_M23_T12B8JQ3.ygx,6157953200,UMK105CH100DVHF,2,8,C103/C203,18,8mm1005cmp,No.1
M.23,LSC01_S17500C_B_M23_T12B8JQ3.ygx,4078509400,UMK105CH470JVHF,4,9,C503/C504/C403/C404,8,8mm1005cmp,No.1
M.23,LSC01_S17500C_B_M23_T12B8JQ3.ygx,3169341100,SFR03EZPF10R0,2,10,R130/R230,130,8mmTape,No.1
M.23,LSC01_S17500C_B_M23_T12B8JQ3.ygx,6245422900,LTR18EZPJ750,6,11,R7_(R)/R6_(R)/R8_(R)/R11_(R)/R10_(R)/R9_(R),156,8mmTape,No.1
M.23,LSC01_S17500C_B_M23_T12B8JQ3.ygx,4734271600,UMK105B7102KVHF,10,12,C104/C105/C405/C202/C206/C205/C106/C505/C102/C204,138,8mm1005cmp,No.1
M.23,LSC01_S17500C_B_M23_T12B8JQ3.ygx,3530277800,UMK105B7103KVHF,4,13,C211/C111/C209/C109,134,8mm1005cmp,No.1
M.23,LSC01_S17500C_B_M23_T12B8JQ3.ygx,7365553600,BLM31PG601SH1L,4,14,L203/L103/L202/L102,14,8mmTape,No.1
M.23,LSC01_S17500C_B_M23_T12B8JQ3.ygx,2000937300,LTR18EZPJ151,5,15,R19_(R)/R18_(R)/R21_(R)/R22_(R)/R20_(R),3,8mmTape,No.1
M.23,LSC01_S17500C_B_M23_T12B8JQ3.ygx,6570524900,UMK105B7104KVHF,18,16,C402/C409/C408/C116/C110/C210/C118/C406/C407/C117/C506/C509/C507/C502/C508/C218_##/C217/C216,27,8mm1005cmp,No.1
M.23,LSC01_S17500C_B_M23_T12B8JQ3.ygx,0097249500,KRL1220E-C-R453-D-T,2,17,R101_(R)/R201_(R),45,8mmTape,No.1
M.23,LSC01_S17500C_B_M23_T12B8JQ3.ygx,8940020100,1SS355VMFHTE-17,6,18,D509/D407/D507/D508/D408/D409,108,8mmTape,No.1
M.23,LSC01_S17500C_B_M23_T12B8JQ3.ygx,0638801900,HMK212BC7105KGHTE,6,1,C108/C107/C207/C511/C208/C411,23,8mmTape,No.2
M.23,LSC01_S17500C_B_M23_T12B8JQ3.ygx,9815479500,D1FT10A-5053,2,2,D102/D202,143,12mmEmboss,No.2
M.23,LSC01_S17500C_B_M23_T12B8JQ3.ygx,3272006400,TMK316AB7106KLHT,2,3,C410/C510,110,8mmTape,No.2
M.23,LSC01_S17500C_B_M23_T12B8JQ3.ygx,7389306200,SSM3K318RLXGF(T,2,4,Q201/Q101,10,8mmTape,No.2
M.23,LSC01_S17500C_B_M23_T12B8JQ3.ygx,2059171400,M3F60-5063,2,5,D101/D201,38,12mmEmboss,No.2
M.23,LSC01_S17500C_B_M23_T12B8JQ3.ygx,9457442000,RK73B1JRTTD102J,2,6,R410/R510,141,8mmTape,No.2
M.23,LSC01_S17500C_B_M23_T12B8JQ3.ygx,2812626300,D1F60A-5053,14,7,D_TLLL2/D4/D_ST1/D504/D503/D505/D2/D_ST2/D403/D3/D404/D_TLLL1/D1/D405,19,12mmEmboss,No.2
M.23,LSC01_S17500C_B_M23_T12B8JQ3.ygx,8347314200,RK73H1JRTTD1503F,2,8,R504/R404,52,8mmTape,No.2
M.23,LSC01_S17500C_B_M23_T12B8JQ3.ygx,4297932500,UMK105CH101JVHF,8,9,C214/C120/C220/C114/C113/C115_##/C213/C215,1,8mm1005cmp,No.2
M.23,LSC01_S17500C_B_M23_T12B8JQ3.ygx,7775245500,SFR03EZPF1002,2,10,R203/R103,24,8mmTape,No.2
M.23,LSC01_S17500C_B_M23_T12B8JQ3.ygx,1841786300,LTR18EZPJ201,2,11,R1_(R)/R27_(R),130,8mmTape,No.2
M.23,LSC01_S17500C_B_M23_T12B8JQ3.ygx,3067039600,SFR03EZPF1000,2,12,R102/R202,156,8mmTape,No.2
M.23,LSC01_S17500C_B_M23_T12B8JQ3.ygx,4645231300,NJM2903RT1(TE1),2,13,IC501_@/IC401_@,150,12mmEmboss,No.2
M.23,LSC01_S17500C_B_M23_T12B8JQ3.ygx,1205665600,KYDMLS31.23,6,14,LED3/LED2/LED1/LED4/LED5/LED6,101,8mmTape,No.2
M.23,LSC01_S17500C_B_M23_T12B8JQ3.ygx,9728912300,RK73B2ARTTD100J,4,1,R406/R506/R501/R401,31,8mmTape,No.3
M.23,LSC01_S17500C_B_M23_T12B8JQ3.ygx,0434255000,QMK316B7104KLHT,4,2,C122/C123/C222/C223,138,8mmTape,No.3
M.23,LSC01_S17500C_B_M23_T12B8JQ3.ygx,5513971700,RK73B2ARTTD162J,4,3,R502/R507/R402/R407,127,8mmTape,No.3
M.23,LSC01_S17500C_B_M23_T12B8JQ3.ygx,8024886500,LTR18EZPJ_131,1,4,R17_(R),129,8mmTape,No.3
M.23,LSC01_S17500C_B_M23_T12B8JQ3.ygx,5884901400,UMK325C7106KMHPB,2,5,C101/C201,136,8mmTape,No.3
M.23,LSC01_S17500C_B_M23_T12B8JQ3.ygx,4528353400,UMK107C7224KAHTE,2,6,C401/C501,128,8mmTape,No.3
M.23,LSC01_S17500C_B_M23_T12B8JQ3.ygx,0657689300,RK73B1JRTTD221J,2,7,R503/R403,126,8mmTape,No.3
M.23,LSC01_S17500C_B_M23_T12B8JQ3.ygx,5150033400,UDZVFHTE-174.7B,4,8,ZD401/ZD503/ZD501/ZD403,32,8mmTape,No.3
M.23,LSC01_S17500C_B_M23_T12B8JQ3.ygx,8914352700,2SC4154-T150-1F,4,9,Q502/Q501/Q401/Q402,141,8mmTape,No.3
M.23,LSC01_S17500C_B_M23_T12B8JQ3.ygx,4111859800,RK73H1JRTTD5102F,2,10,R408/R508,125,8mmTape,No.3
M.23,LSC01_S17500C_B_M23_T12B8JQ3.ygx,1291643400,RK73B1JRTTD103J,6,11,R505/R405/R518/R517/R417/R418,135,8mmTape,No.3
M.23,LSC01_S17500C_B_M23_T12B8JQ3.ygx,5900785800,NP20P06SLG,2,12,Q405/Q505,123,16mmEmboss,No.3
M.23,LSC01_S17500C_B_M23_T12B8JQ3.ygx,6074379700,CDRH70D45BT150NP-47,2,13,L101/L201,144,16mmEmboss,No.3
M.23,LSC01_S17500C_B_M23_T12B8JQ3.ygx,6093625001,MAQ3203YM-TRV01,2,14,IC101/IC201,142,12mmLongPitch,No.3
M.23,LSC01_S17500C_B_M23_T12B8JQ3.ygx,0888678400,K7910AT-0205,1,15,CN2,20,24mmEmboss,No.3
M.23,LSC01_S17500C_B_M23_T12B8JQ3.ygx,1948416500,ST70-27F-5072,3,16,ZD1/ZD201/ZD101,12,24mmEmboss,No.3
M.23,LSC01_S17500C_B_M23_T12B8JQ3.ygx,8097900200,K7910AT-0203,1,17,CN3,48,24mmEmboss,No.3
M.23,LSC01_S17500C_B_M23_T12B8JQ3.ygx,9004203300,K7910AT-0206,1,18,CN1,4,44mmEmboss,No.3
M.23,LSC01_S17500C_B_M23_T12B8JQ3.ygx,7543227500,LTR18EZPJ301,2,19,R2_(R)/R28_(R),122,8mmTape,No.3
M.23,RJ08_RC_S_18368B_LED_6K8E_7EK3_CA4A.ygx,0434255000,QMK316B7104KLHT,8,1,C208/C311/C311/C310/C207/C208/C310/C207,9,8mmTape,No.1
M.23,RJ08_RC_S_18368B_LED_6K8E_7EK3_CA4A.ygx,2059171400,M3F60-5063,4,2,D302/D201/D302/D201,15,12mmEmboss,No.1
M.23,RJ08_RC_S_18368B_LED_6K8E_7EK3_CA4A.ygx,8927130400,LAE67F-CADA-24-3A3B,18,3,LED5/LED9/LED6/LED3/LED8/LED3/LED9/LED5/LED2/LED7/LED4/LED1/LED1/LED4/LED7/LED2/LED8/LED6,45,8mmTape,No.1
